SKILLCOSTS: 1 0  => 0x0
SKILLPREREQ: "Legionnaire FireAffinity III"  => 0x7cd
SKILLPREREQ: "Legionnaire FireAffinity II"  => 0x7ce
SKILLPREREQ: "Legionnaire FireAffinity I"  => 0x7cf
SKILLPREREQ: "Legionnaire EarthAffinity III"  => 0x7d0
SKILLPREREQ: "Legionnaire EarthAffinity II"  => 0x7d1
SKILLPREREQ: "Legionnaire EarthAffinity I"  => 0x7d2
SKILLPREREQ: "Legionnaire AirAffinity III"  => 0x7d3
SKILLPREREQ: "Legionnaire AirAffinity II"  => 0x7d4
SKILLPREREQ: "Legionnaire AirAffinity I"  => 0x7d5
SKILLPREREQ: "Gwazi Wiseguy"  => 0x7d6
SKILLPREREQ: "Gwazi WaterAffinity III"  => 0x7d7
SKILLPREREQ: "Gwazi WaterAffinity II"  => 0x7d8
SKILLPREREQ: "Gwazi WaterAffinity I"  => 0x7d9
SKILLPREREQ: "Gwazi FireAffinity III"  => 0x7da
SKILLPREREQ: "Gwazi FireAffinity II"  => 0x7db
SKILLPREREQ: "Gwazi FireAffinity I"  => 0x7dc
SKILLPREREQ: "Gwazi EarthAffinity III"  => 0x7dd
SKILLPREREQ: "Gwazi EarthAffinity I"  => 0x7de
SKILLPREREQ: "Gwazi AirAffinity III"  => 0x7df
SKILLPREREQ: "Gwazi AirAffinity I"  => 0x7e0
SKILLPREREQ: "Gungnir WaterAffinity III"  => 0x7e1
SKILLPREREQ: "Gungnir WaterAffinity II"  => 0x7e2
SKILLPREREQ: "Gungnir WaterAffinity I"  => 0x7e3
SKILLPREREQ: "Gungnir FireAffinity III"  => 0x7e4
SKILLPREREQ: "Gungnir FireAffinity II"  => 0x7e5
SKILLPREREQ: "Gungnir FireAffinity I"  => 0x7e6
SKILLPREREQ: "Gungnir EarthAffinity III"  => 0x7e7
SKILLPREREQ: "Gungnir EarthAffinity II"  => 0x7e8
SKILLPREREQ: "Gungnir EarthAffinity I"  => 0x7e9
SKILLPREREQ: "Gungnir BearForm I"  => 0x7ea
SKILLPREREQ: "Gungnir AirAffinity III"  => 0x7eb
SKILLPREREQ: "Gungnir AirAffinity II"  => 0x7ec
SKILLPREREQ: "Gungnir AirAffinity I"  => 0x7ed
SKILLPREREQ: "Galverg DarkAffinity II"  => 0x7ee
SKILLPREREQ: "Galverg DarkAffinity I"  => 0x7ef
SKILLPREREQ: "Eiji WaterAffinity III"  => 0x7f0
SKILLPREREQ: "Eiji WaterAffinity II"  => 0x7f1
SKILLPREREQ: "Eiji WaterAffinity I"  => 0x7f2
SKILLPREREQ: "Eiji FireAffinity III"  => 0x7f3
SKILLPREREQ: "Eiji FireAffinity II"  => 0x7f4
SKILLPREREQ: "Eiji FireAffinity I"  => 0x7f5
SKILLPREREQ: "Eiji EarthAffinity III"  => 0x7f6
SKILLPREREQ: "Eiji EarthAffinity II"  => 0x7f7
SKILLPREREQ: "Eiji EarthAffinity I"  => 0x7f8
SKILLPREREQ: "Eiji AirAffinity III"  => 0x7f9
SKILLPREREQ: "Eiji AirAffinity II"  => 0x7fa
SKILLPREREQ: "Eiji AirAffinity I"  => 0x7fb
SKILLPREREQ: "Dervish Whirlwind I"  => 0x7fc
SKILLPREREQ: "Dervish WaterAffinity III"  => 0x7fd
SKILLPREREQ: "Dervish WaterAffinity II"  => 0x7fe
SKILLPREREQ: "Dervish WaterAffinity I"  => 0x7ff
SKILLPREREQ: "Dervish FireAffinity III"  => 0x800
SKILLPREREQ: "Dervish FireAffinity II"  => 0x801
SKILLPREREQ: "Dervish FireAffinity I"  => 0x802
SKILLPREREQ: "Dervish Evade"  => 0x803
SKILLPREREQ: "Dervish EarthAffinity III"  => 0x804
SKILLPREREQ: "Dervish EarthAffinity II"  => 0x805
SKILLPREREQ: "Dervish EarthAffinity I"  => 0x806
SKILLPREREQ: "Dervish AirAffinity III"  => 0x807
SKILLPREREQ: "Dervish AirAffinity II"  => 0x808
SKILLPREREQ: "Dervish AirAffinity I"  => 0x809
SKILLPREREQ: "DarkWolf DarkAffinity II"  => 0x80a
SKILLPREREQ: "DarkWolf DarkAffinity I"  => 0x80b
SKILLPREREQ: "DarkLegionnaire DarkAffinity II"  => 0x80c
SKILLPREREQ: "DarkLegionnaire DarkAffinity I"  => 0x80d
SKILLPREREQ: "DarkCat DarkAffinity II"  => 0x80e
SKILLPREREQ: "DarkCat DarkAffinity I"  => 0x80f
SKILLPREREQ: "CyclopsGreater ThreateningGlare I"  => 0x810
SKILLPREREQ: "CyclopsGreater DarkAffinity II"  => 0x811
SKILLPREREQ: "CyclopsGreater DarkAffinity I"  => 0x812
SKILLPREREQ: "Cyclops WaterAffinity III"  => 0x813
SKILLPREREQ: "Cyclops WaterAffinity II"  => 0x814
SKILLPREREQ: "Cyclops WaterAffinity I"  => 0x815
SKILLPREREQ: "Cyclops Turtle II"  => 0x816
SKILLPREREQ: "Cyclops Turtle I"  => 0x817
SKILLPREREQ: "Cyclops FireAffinity III"  => 0x818
SKILLPREREQ: "Cyclops FireAffinity II"  => 0x819
SKILLPREREQ: "Cyclops FireAffinity I"  => 0x81a
SKILLPREREQ: "Cyclops EarthAffinity III"  => 0x81b
SKILLPREREQ: "Cyclops EarthAffinity II"  => 0x81c
SKILLPREREQ: "Cyclops EarthAffinity I"  => 0x81d
SKILLPREREQ: "Cyclops AirAffinity III"  => 0x81e
SKILLPREREQ: "Cyclops AirAffinity II"  => 0x81f
SKILLPREREQ: "Cyclops AirAffinity I"  => 0x820
SKILLPREREQ: "Channeler WaterAffinity III"  => 0x821
SKILLPREREQ: "Channeler WaterAffinity II"  => 0x822
SKILLPREREQ: "Channeler WaterAffinity I"  => 0x823
SKILLPREREQ: "Channeler FireAffinity III"  => 0x824
SKILLPREREQ: "Channeler FireAffinity II"  => 0x825
SKILLPREREQ: "Channeler FireAffinity I"  => 0x826
SKILLPREREQ: "Channeler EarthAffinity III"  => 0x827
SKILLPREREQ: "Channeler EarthAffinity II"  => 0x828
SKILLPREREQ: "Channeler EarthAffinity I"  => 0x829
SKILLPREREQ: "Channeler AirAffinity III"  => 0x82a
SKILLPREREQ: "Channeler AirAffinity II"  => 0x82b
SKILLPREREQ: "Channeler AirAffinity I"  => 0x82c
SKILLPREREQ: "Centurion WaterAffinity III"  => 0x82d
SKILLPREREQ: "Centurion WaterAffinity II"  => 0x82e
SKILLPREREQ: "Centurion WaterAffinity I"  => 0x82f
SKILLPREREQ: "Centurion FireAffinity III"  => 0x830
SKILLPREREQ: "Centurion FireAffinity II"  => 0x831
SKILLPREREQ: "Centurion FireAffinity I"  => 0x832
SKILLPREREQ: "Centurion EarthAffinity III"  => 0x833
SKILLPREREQ: "Centurion EarthAffinity II"  => 0x834
SKILLPREREQ: "Centurion EarthAffinity I"  => 0x835
SKILLPREREQ: "Centurion AirAffinity III"  => 0x836
SKILLPREREQ: "Centurion AirAffinity II"  => 0x837
SKILLPREREQ: "Centurion AirAffinity I"  => 0x838
SKILLPREREQ: "CatGreater Paw I"  => 0x839
SKILLPREREQ: "CatGreater AirAffinity II"  => 0x83a
SKILLPREREQ: "CatGreater AirAffinity I"  => 0x83b
SKILLPREREQ: "Cat Turtle"  => 0x83c
SKILLPREREQ: "Cat Paw I"  => 0x83d
SKILLPREREQ: "Cat Evade"  => 0x83e
SKILLPREREQ: "Cat AirAffinity III"  => 0x83f
SKILLPREREQ: "Cat AirAffinity II"  => 0x840
SKILLPREREQ: "Cat AirAffinity I"  => 0x841
SKILLPREREQ: "Berserker WaterAffinity III"  => 0x842
SKILLPREREQ: "Berserker WaterAffinity II"  => 0x843
SKILLPREREQ: "Berserker WaterAffinity I"  => 0x844
SKILLPREREQ: "Berserker FireAffinity III"  => 0x845
SKILLPREREQ: "Berserker FireAffinity II"  => 0x846
SKILLPREREQ: "Berserker FireAffinity I"  => 0x847
SKILLPREREQ: "Berserker EarthAffinity III"  => 0x848
SKILLPREREQ: "Berserker EarthAffinity II"  => 0x849
SKILLPREREQ: "Berserker EarthAffinity I"  => 0x84a
SKILLPREREQ: "Berserker AirAffinity III"  => 0x84b
SKILLPREREQ: "Berserker AirAffinity II"  => 0x84c
SKILLPREREQ: "Berserker AirAffinity I"  => 0x84d
SKILLPREREQ: "BearGreater GreaterAttack"  => 0x84e
SKILLPREREQ: "BearGreater GreaterAttack II"  => 0x84f
SKILLPREREQ: "Bear EarthAffinity III"  => 0x850
SKILLPREREQ: "Bear EarthAffinity II"  => 0x851
SKILLPREREQ: "Bear EarthAffinity I"  => 0x852
SKILLPREREQ: "Barbarian WolfForm II"  => 0x853
SKILLPREREQ: "Barbarian WolfForm I"  => 0x854
SKILLPREREQ: "Barbarian WaterAffinity III"  => 0x855
SKILLPREREQ: "Barbarian WaterAffinity II"  => 0x856
SKILLPREREQ: "Barbarian WaterAffinity I"  => 0x857
SKILLPREREQ: "Barbarian FireAffinity III"  => 0x858
SKILLPREREQ: "Barbarian FireAffinity II"  => 0x859
SKILLPREREQ: "Barbarian FireAffinity I"  => 0x85a
SKILLPREREQ: "Barbarian EarthAffinity III"  => 0x85b
SKILLPREREQ: "Barbarian EarthAffinity II"  => 0x85c
SKILLPREREQ: "Barbarian EarthAffinity I"  => 0x85d
SKILLPREREQ: "Barbarian BearForm II"  => 0x85e
SKILLPREREQ: "Barbarian BearForm I"  => 0x85f
SKILLPREREQ: "Barbarian AirAffinity III"  => 0x860
SKILLPREREQ: "Barbarian AirAffinity II"  => 0x861
SKILLPREREQ: "Barbarian AirAffinity I"  => 0x862
SKILLPREREQ: "Bandit WaterAffinity III"  => 0x863
SKILLPREREQ: "Bandit WaterAffinity II"  => 0x864
SKILLPREREQ: "Bandit WaterAffinity I"  => 0x865
SKILLPREREQ: "Bandit FireAffinity III"  => 0x866
SKILLPREREQ: "Bandit FireAffinity II"  => 0x867
SKILLPREREQ: "Bandit FireAffinity I"  => 0x868
SKILLPREREQ: "Bandit Evade II"  => 0x869
SKILLPREREQ: "Bandit EarthAffinity III"  => 0x86a
SKILLPREREQ: "Bandit EarthAffinity II"  => 0x86b
SKILLPREREQ: "Bandit EarthAffinity I"  => 0x86c
SKILLPREREQ: "Bandit AirAffinity III"  => 0x86d
SKILLPREREQ: "Bandit AirAffinity II"  => 0x86e
SKILLPREREQ: "Bandit AirAffinity I"  => 0x86f
SKILLPREREQ: "Archer WaterAffinity III"  => 0x870
SKILLPREREQ: "Archer WaterAffinity II"  => 0x871
SKILLPREREQ: "Archer WaterAffinity I"  => 0x872
SKILLPREREQ: "Archer LongShot III"  => 0x873
SKILLPREREQ: "Archer LongShot II"  => 0x874
SKILLPREREQ: "Archer LongShot I"  => 0x875
SKILLPREREQ: "Archer FireAffinity III"  => 0x876
SKILLPREREQ: "Archer FireAffinity II"  => 0x877
SKILLPREREQ: "Archer FireAffinity I"  => 0x878
SKILLPREREQ: "Archer EarthAffinity III"  => 0x879
SKILLPREREQ: "Archer EarthAffinity II"  => 0x87a
SKILLPREREQ: "Archer EarthAffinity I"  => 0x87b
SKILLPREREQ: "Archer AirAffinity III"  => 0x87c
SKILLPREREQ: "Archer AirAffinity II"  => 0x87d
SKILLPREREQ: "Archer AirAffinity I"  => 0x87e
SKILLPREREQ: "Amazon WaterAffinity III"  => 0x87f
SKILLPREREQ: "Amazon WaterAffinity II"  => 0x880
SKILLPREREQ: "Amazon WaterAffinity I"  => 0x881
SKILLPREREQ: "Amazon FireAffinity III"  => 0x882
SKILLPREREQ: "Amazon FireAffinity II"  => 0x883
SKILLPREREQ: "Amazon FireAffinity I"  => 0x884
SKILLPREREQ: "Amazon EarthAffinity III"  => 0x885
SKILLPREREQ: "Amazon EarthAffinity II"  => 0x886
SKILLPREREQ: "Amazon EarthAffinity I"  => 0x887
SKILLPREREQ: "Amazon AirAffinity III"  => 0x888
SKILLPREREQ: "Amazon AirAffinity II"  => 0x889
SKILLPREREQ: "Amazon AirAffinity I"  => 0x88a
SKILLMULTIHITDATA: "F,B"  => 0x88b
SKILLMULTIHITDATA: "B,B,B,B"  => 0x88c
SKILLMULTIHITDATA: "B,B,B"  => 0x88d
SKILLMULTIHITDATA: "AB,BC"  => 0x88e
SKILLMOVETOATTACKMOD: 3  => 0x88f
SKILLMOVETOATTACKMOD: 0  => 0x890
SKILLMOVERANGE: 7 "Diamond"  => 0x891
SKILLMOVERANGE: 1 "Linear"  => 0x892
SKILLMOVEANIM: "trampleEnd"  => 0x893
SKILLMOVEANIM: "stampedeStart"  => 0x894
SKILLMOVEANIM: "pounceEnd"  => 0x895
SKILLMOVEANIM: "icarusTakeoff"  => 0x896
SKILLMOVEANIM: "chargingAttackStart"  => 0x897
SKILLMOVEANIM: "bullrushStart"  => 0x898
SKILLMETER: "Precision2" 1.75 0.349999994039536  => 0x899
SKILLMETER: "Precision2" 1.75 0.2  => 0x89a
SKILLMETER: "Precision1" 1.75 0.35  => 0x89b
SKILLMETER: "Precision1" 1.75 0.3  => 0x89c
SKILLMETER: "Precision1" 0 0  => 0x89d
SKILLMETER: "Pound2" 1.75 0.200000002980232  => 0x89e
SKILLMETER: "Loop2" 3 0.2  => 0x89f
SKILLMETER: "Loop2" 1.75 0.200000002980232  => 0x8a0
SKILLMETER: "Loop2" 1 1  => 0x8a1
SKILLMETER: "Loop2" 1 0.015  => 0x8a2
SKILLMETER: "Loop1" 1.75 0.200000002980232  => 0x8a3
SKILLMETER: "Loop1" 1 0.015  => 0x8a4
SKILLMETER: "Loop1" 0.5 0  => 0x8a5
SKILLMETER: "FastButton2" 1 0.3  => 0x8a6
SKILLMETER: "FastButton2" 0 0  => 0x8a7
SKILLMETER: "Bounce2" 3 0.1  => 0x8a8
SKILLMETER: "Bounce1" 0 0  => 0x8a9
SKILLMETER: "Basic" 1.75 0.3  => 0x8aa
SKILLMETER: "Basic" 0 1  => 0x8ab
SKILLMETER: "Basic" 0 0  => 0x8ac
SKILLLOOPANIM: "trampleLoop"  => 0x8ad
SKILLLOOPANIM: "pounceLoop"  => 0x8ae
SKILLLOOPANIM: "idleCover"  => 0x8af
SKILLLOOPANIM: "ambushLoop"  => 0x8b0
SKILLJOBPOINTCOST: 46  => 0x8b1
SKILLJOBPOINTCOST: 44  => 0x8b2
SKILLJOBPOINTCOST: -8  => 0x8b3
SKILLJOBPOINTCOST: -40  => 0x8b4
SKILLJOBPOINTCOST: -36  => 0x8b5
SKILLJOBPOINTCOST: -34  => 0x8b6
SKILLJOBPOINTCOST: -30  => 0x8b7
SKILLJOBPOINTCOST: -24  => 0x8b8
SKILLJOBPOINTCOST: -20  => 0x8b9
SKILLJOBPOINTCOST: -12  => 0x8ba
SKILLFXSWING: "yeti_icicleBreath"  => 0x8bb
SKILLFXSWING: "yeti_fearsomeYell"  => 0x8bc
SKILLFXSWING: "ursula_summonShield"  => 0x8bd
SKILLFXSWING: "ursula_lightGuard"  => 0x8be
SKILLFXSWING: "ursula_healingLight"  => 0x8bf
SKILLFXSWING: "ursula_blindingFlash"  => 0x8c0
SKILLFXSWING: "template_fireBreath"  => 0x8c1
SKILLFXSWING: "template_fearCast"  => 0x8c2
SKILLFXSWING: "template_charmCast"  => 0x8c3
SKILLFXSWING: "template_affinityEarthSpear"  => 0x8c4
SKILLFXSWING: "template_affinityEarth3Spear"  => 0x8c5
SKILLFXSWING: "template_affinityAir2Spear"  => 0x8c6
SKILLFXSWING: "summoner_SummonAirAffinityCast"  => 0x8c7
SKILLFXSWING: "skeleton_splinteringBonesCast"  => 0x8c8
SKILLFXSWING: "skeleton_shatterSelf"  => 0x8c9
SKILLFXSWING: "scarab_Contamination"  => 0x8ca
SKILLFXSWING: "samnite_Squat"  => 0x8cb
SKILLFXSWING: "samnite_Overrun"  => 0x8cc
SKILLFXSWING: "ogre_fearsomeFunk"  => 0x8cd
SKILLFXSWING: "ogre_Stench"  => 0x8ce
SKILLFXSWING: "ogre_Purge"  => 0x8cf
SKILLFXSWING: "mongrelshaman_fungusCast"  => 0x8d0
SKILLFXSWING: "mongrelshaman_feverishCast"  => 0x8d1
SKILLFXSWING: "mongrel_TorsoSmash"  => 0x8d2
SKILLFXSWING: "galdr_summonWeapon"  => 0x8d3
SKILLFXSWING: "dervish_lightningReflexes"  => 0x8d4
SKILLFXSWING: "dervish_boneSpray"  => 0x8d5
SKILLFXSWING: "cyclops_penetratingStare"  => 0x8d6
SKILLFXSWING: "cyclops_eyeBeam"  => 0x8d7
SKILLFXSWING: "cyclops_Focus"  => 0x8d8
SKILLFXSWING: "channeler_affinityFireCast"  => 0x8d9
SKILLFXSWING: "channeler_affinityBoost"  => 0x8da
SKILLFXSWING: "amazon_coldShoulderCast"  => 0x8db
SKILLFXPROJECTILEIMPACT: "eiji_attackFlashArrow"  => 0x8dc
SKILLFXPROJECTILEIMPACT: "eiji_attackAcidArrowHitShield"  => 0x8dd
SKILLFXPROJECTILEIMPACT: "eiji_attackAcidArrowHitBody"  => 0x8de
SKILLFXPROJECTILEIMPACT: "channeler_fireStorm"  => 0x8df
SKILLFXPROJECTILEIMPACT: "affinityFire_affinity4Shower"  => 0x8e0
SKILLFXPROJECTILE: "template_affinityDarkProjectile"  => 0x8e1
SKILLFXPROJECTILE: "scarab_poisonSpittle"  => 0x8e2
SKILLFXPROJECTILE: "scarab_fireySpittle"  => 0x8e3
SKILLFXPROJECTILE: "eiji_attackAcidArrow"  => 0x8e4
SKILLFXMOVE: "ursula_icarusLand"  => 0x8e5
SKILLFX: "yeti_numbingBlows"  => 0x8e6
SKILLFX: "ursula_icarusLand"  => 0x8e7
SKILLFX: "template_hitBluntM"  => 0x8e8
SKILLFX: "template_affinityAir3SwordMedium"  => 0x8e9
SKILLFX: "summoner_summonFireAffinityFlash"  => 0x8ea
SKILLFX: "summoner_summonEarthAffinityFlash"  => 0x8eb
SKILLFX: "summoner_summonAirAffinityFlash"  => 0x8ec
SKILLFX: "summoner_Tornado"  => 0x8ed
SKILLFX: "summoner_SummonFireAffinityFlash"  => 0x8ee
SKILLFX: "summoner_SummonEarthAffinityFlash"  => 0x8ef
SKILLFX: "samnite_Overrun"  => 0x8f0
SKILLFX: "murmillo_attackBullRush"  => 0x8f1
SKILLFX: "eiji_attackAcidArrowHitBody"  => 0x8f2
SKILLFX: "darkGod_Bite"  => 0x8f3
SKILLFX: "channeler_hitReact"  => 0x8f4
SKILLFREE4: "Wolf Turtle I"  => 0x8f5
SKILLFREE4: "Wolf TargetLeg"  => 0x8f6
SKILLFREE4: "Wolf TargetArm"  => 0x8f7
SKILLFREE4: "Wolf LupusCall"  => 0x8f8
SKILLFREE4: "Cat ShiftReturn"  => 0x8f9
SKILLFREE4: "Cat Paw II"  => 0x8fa
SKILLFREE4: "Cat Bite"  => 0x8fb
SKILLFREE3: "Wolf Turtle I"  => 0x8fc
SKILLFREE3: "Wolf TargetLeg"  => 0x8fd
SKILLFREE3: "Wolf Snarl I"  => 0x8fe
SKILLFREE3: "Wolf Nip"  => 0x8ff
SKILLFREE3: "Cat PrecisionAttack"  => 0x900
SKILLFREE3: "Cat Pounce"  => 0x901
SKILLFREE3: "Cat Leap"  => 0x902
SKILLFREE3: "Bear Paw II"  => 0x903
SKILLFREE3: "Bear Hug"  => 0x904
SKILLFREE2: "Cat Paw I"  => 0x905
SKILLFREE2: "Cat Growl II"  => 0x906
SKILLFREE2: "Cat Evade"  => 0x907
SKILLFREE2: "Bear Paw II"  => 0x908
SKILLFREE2: "Bear Hug"  => 0x909
SKILLFREE1: "Wolf TargetArm"  => 0x90a
SKILLFREE1: "Wolf Snarl I"  => 0x90b
SKILLFREE1: "Wolf RiposteSub"  => 0x90c
SKILLFREE1: "Wolf Nip"  => 0x90d
SKILLFREE1: "Wolf LupusCall"  => 0x90e
SKILLFREE1: "Valens MuniosSpiritSub"  => 0x90f
SKILLFREE1: "Urlan RiposteSub"  => 0x910
SKILLFREE1: "UndeadMelee RiposteSub"  => 0x911
SKILLFREE1: "UndeadCaster AffLeachSub"  => 0x912
SKILLFREE1: "Scorpion RiposteSub"  => 0x913
SKILLFREE1: "Scarab RiposteSub"  => 0x914
SKILLFREE1: "Murmillo ShieldCounterSub"  => 0x915
SKILLFREE1: "Mongrel WoundedAnimalSub"  => 0x916
SKILLFREE1: "Mongrel RiposteSub"  => 0x917
SKILLFREE1: "Minotaur RiposteSub"  => 0x918
SKILLFREE1: "Ludo RiposteSub"  => 0x919
SKILLFREE1: "Legionnaire RiposteSub"  => 0x91a
SKILLFREE1: "Galverg RiposteSub"  => 0x91b
SKILLFREE1: "DarkLegionnaire RiposteSub"  => 0x91c
SKILLFREE1: "DarkCat RiposteSub"  => 0x91d
SKILLFREE1: "CatGreater RiposteSub"  => 0x91e
SKILLFREE1: "Cat RiposteSub"  => 0x91f
SKILLFREE1: "Cat RakingAttack"  => 0x920
SKILLFREE1: "Cat Growl I"  => 0x921
SKILLFREE1: "Cat Attack"  => 0x922
SKILLFREE1: "Berserker RiposteSub"  => 0x923
SKILLFREE1: "Bear RagingBearSub"  => 0x924
SKILLFREE1: "Bandit RiposteSub"  => 0x925
SKILLEXCLUDERANGE: 2 "Plus"  => 0x926
SKILLEXCLUDERANGE: 1 "Linear"  => 0x927
SKILLEFFECTSTATUSCOND: "statuscond stunned"  => 0x928
SKILLEFFECTSTATUSCOND: "statuscond shieldmelt"  => 0x929
SKILLEFFECTSTATUSCOND: "statuscond root"  => 0x92a
SKILLEFFECTSTATUSCOND: "statuscond doom"  => 0x92b
SKILLEFFECTSTATUSCOND: "statuscond confused"  => 0x92c
SKILLEFFECTSTATUSCOND: "statuscond charmed"  => 0x92d
SKILLEFFECTSTATUSCOND: "statuscond blind"  => 0x92e
SKILLEFFECTSTATUSCOND: "statuscond bleeding"  => 0x92f
SKILLEFFECTSKILLCOND: "skill: MongrelShaman KickingAttack"  => 0x930
SKILLEFFECTSKILLCOND: "skill: MongrelShaman KickingAttack III"  => 0x931
SKILLEFFECTSKILLCOND: "skill: MongrelShaman KickingAttack II"  => 0x932
SKILLEFFECTSKILLCOND: "skill: Mongrel KickingAttack III"  => 0x933
SKILLEFFECTSKILLCOND: "skill: Mongrel KickingAttack II"  => 0x934
SKILLEFFECTSKILLCOND: "skill: Mongrel KickingAttack I"  => 0x935
SKILLEFFECTRANGE: 9 "Cone"  => 0x936
SKILLEFFECTRANGE: 5 "Square2x2"  => 0x937
SKILLEFFECTRANGE: 5 "SourceSquare"  => 0x938
SKILLEFFECTRANGE: 5 "SourceCone"  => 0x939
SKILLEFFECTRANGE: 5 "Linear"  => 0x93a
SKILLEFFECTRANGE: 4 "SrcLinear2x2"  => 0x93b
SKILLEFFECTRANGE: 4 "SourceLinear"  => 0x93c
SKILLEFFECTRANGE: 4 "SourceCone"  => 0x93d
SKILLEFFECTRANGE: 3 "Linear"  => 0x93e
SKILLEFFECTRANGE: 2 "SrcLinear2x2"  => 0x93f
SKILLEFFECTRANGE: 2 "Cone"  => 0x940
SKILLEFFECTRANGE: 0 "Plus3x3"  => 0x941
SKILLEFFECTFX: "ursula_healingLight"  => 0x942
SKILLEFFECTFX: "ursula_SpellcastHit"  => 0x943
SKILLEFFECTFX: "template_hitBluntC"  => 0x944
SKILLEFFECTFX: "template_AffHitWindH"  => 0x945
SKILLEFFECTFX: "template_AffHitWaterL"  => 0x946
SKILLEFFECTFX: "template_AffHitPoisonL"  => 0x947
SKILLEFFECTFX: "template_AffHitPoisonH"  => 0x948
SKILLEFFECTFX: "template_AffHitDarkH"  => 0x949
SKILLEFFECTFX: "splee blast react"  => 0x94a
SKILLEFFECTFX: "skeleton_splinteringBones"  => 0x94b
SKILLEFFECTFX: "skeleton_covetLife"  => 0x94c
SKILLEFFECTFX: "dervish_attackWhirlwind"  => 0x94d
SKILLEFFECTFX: "darkGod_fireBreath2"  => 0x94e
SKILLEFFECTCONDITION: "unitattr ign NORDAGH"  => 0x94f
SKILLEFFECTCONDITION: "targetstatus req wounded"  => 0x950
SKILLEFFECTCONDITION: "target has shield"  => 0x951
SKILLEFFECTCONDITION: "sourcestatus ign shifted"  => 0x952
SKILLEFFECTCONDITION: "class: DarkWolf"  => 0x953
SKILLEFFECTCONDITION: "class: Berserker"  => 0x954
SKILLEFFECT: "drain either affinity" 100 60  => 0x955
SKILLEFFECT: "change off affinity" 100 80  => 0x956
SKILLEFFECT: "change off affinity" 100 70  => 0x957
SKILLEFFECT: "Vampiric HP" 100 3  => 0x958
SKILLEFFECT: "Vampiric HP" 100 0.95  => 0x959
SKILLEFFECT: "Vampiric HP" 100 0.9  => 0x95a
SKILLEFFECT: "Status Only" 20 0  => 0x95b
SKILLEFFECT: "ShiftTo" 100 1  => 0x95c
SKILLEFFECT: "Shield Restore" 100 1  => 0x95d
SKILLEFFECT: "Knockback" 100 2  => 0x95e
SKILLEFFECT: "Helmet Break" 50 1  => 0x95f
SKILLEFFECT: "Group Attack" 100 -10  => 0x960
SKILLEFFECT: "Divvy Up HP" 100 1  => 0x961
SKILLEFFECT: "Counterattack" 100 2  => 0x962
SKILLEFFECT: "Change HP Relative" 50 -0.2  => 0x963
SKILLEFFECT: "Change HP Relative" 50 -0.1  => 0x964
SKILLEFFECT: "Change HP Relative" 50 -0.05  => 0x965
SKILLEFFECT: "Change HP Relative" 35 -100  => 0x966
SKILLEFFECT: "Change HP Relative" 15 -100  => 0x967
SKILLEFFECT: "Change HP Relative" 100 0.5  => 0x968
SKILLEFFECT: "Change HP Relative" 100 0.25  => 0x969
SKILLEFFECT: "Change HP Relative" 100 -0.15  => 0x96a
SKILLEFFECT: "Change HP Absolute" 100 25  => 0x96b
SKILLEFFECT: "Change HP Absolute" 100 -100  => 0x96c
SKILLEFFECT: "Change Crowd Source" 100 80  => 0x96d
SKILLEFFECT: "Change Crowd Source" 100 40  => 0x96e
SKILLEFFECT: "Change Crowd Source" 100 30  => 0x96f
SKILLDISTANCEDELAY: 4 3.75  => 0x970
SKILLDISTANCEDELAY: 1.6 3.75  => 0x971
SKILLDISPLAYNAMEID: 8215  => 0x972
SKILLDISPLAYNAMEID: 8214  => 0x973
SKILLDISPLAYNAMEID: 8213  => 0x974
SKILLDISPLAYNAMEID: 8212  => 0x975
SKILLDISPLAYNAMEID: 8211  => 0x976
SKILLDISPLAYNAMEID: 8209  => 0x977
SKILLDISPLAYNAMEID: 8207  => 0x978
SKILLDISPLAYNAMEID: 8206  => 0x979
SKILLDISPLAYNAMEID: 8205  => 0x97a
SKILLDISPLAYNAMEID: 8204  => 0x97b
SKILLDISPLAYNAMEID: 8203  => 0x97c
SKILLDISPLAYNAMEID: 8202  => 0x97d
SKILLDISPLAYNAMEID: 8201  => 0x97e
SKILLDISPLAYNAMEID: 8200  => 0x97f
SKILLDISPLAYNAMEID: 8199  => 0x980
SKILLDISPLAYNAMEID: 8198  => 0x981
SKILLDISPLAYNAMEID: 8197  => 0x982
SKILLDISPLAYNAMEID: 8196  => 0x983
SKILLDISPLAYNAMEID: 8182  => 0x984
SKILLDISPLAYNAMEID: 8155  => 0x985
SKILLDISPLAYNAMEID: 8148  => 0x986
SKILLDISPLAYNAMEID: 8147  => 0x987
SKILLDISPLAYNAMEID: 8146  => 0x988
SKILLDISPLAYNAMEID: 8145  => 0x989
SKILLDISPLAYNAMEID: 7932  => 0x98a
SKILLDISPLAYNAMEID: 7902  => 0x98b
SKILLDISPLAYNAMEID: 7847  => 0x98c
SKILLDISPLAYNAMEID: 7842  => 0x98d
SKILLDISPLAYNAMEID: 7705  => 0x98e
SKILLDISPLAYNAMEID: 7659  => 0x98f
SKILLDISPLAYNAMEID: 7658  => 0x990
SKILLDISPLAYNAMEID: 7657  => 0x991
SKILLDISPLAYNAMEID: 7656  => 0x992
SKILLDISPLAYNAMEID: 7655  => 0x993
SKILLDISPLAYNAMEID: 7653  => 0x994
SKILLDISPLAYNAMEID: 7651  => 0x995
